COLONYNO,SiteID,GEOCODE,DELORME,ColName,Island,Coastal,Hardwoods,Softwoods,Snags,LiveTrees,WithinWetland,WaterbodyShore,Upland,HabitatDesc,Directions,Comments,History,IWWH,SNI,PFW,X_UTMNAD83,Y_UTMNAD83,LAT,LONG,CIRNO,HABITAT,WWHNO,COLSIZE,IWWHNum,TWWHNum,Major Watershed,Subwatershed,FormerEO,GISStatus,Reported2009,Found2009
807,WBC0807,15170,07B1,Sheepscot River - Westport Island,1,1,0,0,0,0,0,1,1,Steep rocky bluffs.,"Between Rum Cove and Colby Cove - closest road is Castle Lane. Visible from boat on Sheepscot River or from Cross Point Road in Edgecomb near small business called AGA Correa & Sons, a local goldsmith.",Source: 7/5/13 email from Diane Eacobacci: at least ten nests and 6 herons observed. Active osprey nest just north of colony.,,0,0,0,446150.26304,4866672.19428,,,,,,,,,,,0,added 10/2013,0,0
808,WBC0808,31230,02D3,Little River,0,0,0,0,0,0,1,0,0,,about 0.9miles down Chick Rd. in Sanford there is a trail on the left just after Cherry Blossom Ln on the right,Source: Found by Derek Yorks during turtle trapping summer 2013: 1 active GBHE nest,,0,0,0,353123.67947,4807401.12144,,,,,,,,,,,0,added 10/2013,0,0
809,WBC0809,31010,02C2,Heath Brook,0,0,1,0,0,0,0,0,0,,"Access from Patrick Demers property at 98 Milton Mills Rd; Acton ME.  Follow road past barn, park just after gravel pit, walk to wetland",Source: Found by Derek Yorks during turtle trapping summer 2013: 2 inactive nests on 7/9/13 on west shore of pond.,,1,0,0,345650.73794,4817922.14342,,,,,,,Iwwh200285,,,,0,added 10/2013,0,0
810,WBC0810,31260,02A4,Bartlett Brook,0,0,0,0,1,0,1,0,0,,From Deering Ridge Rd take unnamed road at bottom of hill after Joseph's Way.  Follow to stop sign where road turns to the left.  Walk straight past stop sign to ridge that looks out on colony,Source: Found by Derek Yorks during turtle trapping summer 2013: 3 active GBHE nests on 6/14/13; took photo.,,1,0,0,364055.78783,4828761.03632,,,,,,,Iwwh010242,,,,0,added 10/2013,0,0
811,WBC0811,31260,02A3,Buff Brook,0,0,0,0,1,0,1,0,0,,"Access by Thyngs Mill Rd.  Use GPS to get close.  Small parking area on side of road before small ""bridge""",Source: Found by Derek Yorks during turtle trapping summer 2013: 1 dead fledgling below nest on 8/28/2013.,,1,0,0,356262.10084,4832012.7036,,,,,,,Iwwh201848,,,,0,added 10/2013,0,0
812,WBC0812,09070,23D2,Stubby Brook,0,0,0,0,1,0,1,0,0,,"From residence of Daniel and Marlee Sanborn at 110 Bucksmills Rd, travel on foot in NW direction towards wetland; cut to north to get better view of nests.","Source: Found by Dan Dufault winter of 2013: 3 nests. In summer 2013, 4 active nests.",,1,0,0,519148.82381,4939269.45003,,,,,,,Iwwh050034,,,,0,added 10/2013,0,0
813,WBC0813,21020,32C4,West Branch Dead Stream (wetland W of Pleasant Pond),0,0,0,0,1,0,1,0,0,,Use GPS to get to an unposted part of woods ~0.3 miles from colony.  Walk through woods to bog (hopfuly running into a trail along the way that leads right to wetland),"Source: Found by K. Marden 12/17/13, 4 nests: 3 nests in 1 tree, 1 nest in 1 tree.",,1,0,0,500046.68254,4999629.64521,,,,,,,Iwwh204018,,,,0,added 4/2014,0,0
814,WBC0814,29825,35C5,Big Wallamatogue Stream,0,0,0,0,1,0,1,0,0,,,"Source: Found by K. Marden, S. McLellan, L. Kantar during helicopter survey for moose, 12/19/13: 1 nest in small flowage with handful of dead snags.",,0,0,0,599377.06559,4994375.06457,,,,,,,,,,,0,added 4/2014,0,0
815,WBC0815,21090,41C3,Moosehead Lake - Sandy Bay,0,0,0,0,1,0,1,0,0,,,"Source:  Found by K. Marden, S. McLellan, L. Kantar during helicopter survey for moose. 1 nest in wetland.",,0,0,0,455654.83974,5040641.55764,,,,,,,,,,,0,added 4/2014,0,0
816,WBC0816,15180,13D2,Finn Brook,0,0,0,0,1,0,1,0,0,,"Walk in the discontinued end of Benner Lane about 1/4 mile and take a left on an old skidder road (tangled with alders at first, then becomes quite passable). Follow road to the edge of the bog, and the heron nest is atop a dead spruce directly opposite the road's end, about 250 yards into the middle of the wetland.",Source: Found by Kit Pfeiffer in winter then verified to have a GBHE at nest 4/15/14. One nest; 2 adults observed.,,0,0,0,453075.42897,4898857.23688,,,,,,,,,,,0,added 4/2014,0,0
817,WBC0817,19490,23A3,Caribou Bog,0,0,0,0,1,0,1,0,0,,,Source: Found by Jim Hinds and Ron Logan April 2014: 3 nests in building stage.,,0,0,0,522998.98458,4972877.03308,,,,,,,,,,,0,added 4/2014,0,0
818,WBC0818,31240,02B3,Pump Box Brook (wetland W of Fern Dr),0,0,0,0,1,0,1,0,0,,,Source: Email from Katie Martin: 1 tree has 4 nests; the other maybe 3 or 2 nests; at least 4 active pairs.,,1,0,0,352538.11237,4821026.99508,,,,,,,Iwwh011128,,,,0,added 4/2014,0,0
819,WBC0819,19260,33D4,Boombridge Brook,0,0,0,0,1,0,1,0,0,,Take Cedar Ridge Rd. N. from Greenfield Rd. .5 mi to locked gate.  Walk another .5 mi to site on right.,Source: Found by B. Currier during survey of WBC0763 (landowner of 763 showed this site to BC); 4 nests on 5/16/14.,,0,0,0,529823.89493,4988007.83061,,,,,,,,,,,0,added 6/2014,0,0
820,WBC0820,05250,05C3,Baker Brook,0,0,0,0,1,0,1,0,0,,,Source: Found by D. D'Auria during aerial survey on 5/12/14; 4-5 active heron nests.,,0,0,0,390101.23338,4854482.24988,,,,,,,,,,,0,added 6/2014,0,0
821,WBC0821,19530,22B1,Plymouth Bog (bog to SW),0,0,0,0,1,0,1,0,0,,,Source: Found by C. Todd during aerial survey on 4/30/14; distant view of small heronry; Ground visit on 5/19/14 showed 2 activenests.,,0,0,0,479562.84399,4956690.24898,,,,,,,,,,,0,added 6/2014,0,0
822,WBC0822,19240,33B2,Pushaw Lake,0,1,0,0,1,0,1,0,0,,,Source: Found by C. Todd during aerial survey on 4/30/14; 2 occupied nests in 1 snag.,,0,0,0,513368.52802,4974624.80259,,,,,,,,,,,0,added 6/2014,0,0
823,WBC0823,03829,59A1,East Branch Presque Isle Stream,0,0,0,0,1,0,1,0,0,,,Source: Found and reported to A. DeMusz by forester Lonnie Jandreau in early May 2014.,,0,0,0,572672.77872,5150580.99749,,,,,,,,,,,0,added 6/2014,0,0
824,WBC0824,27250,14A4,Dead Brook (south),0,0,0,0,1,0,1,0,0,,,"Source: Found by D. D'Auria during aerial survey on 6/3/14; 2 nests: 1 active, 1 unknown.",,0,0,0,493405.10088,4925284.58753,,,,,,,,,,,0,added 6/2014,0,0
825,WBC0825,25290,20D5,East Pond,0,0,0,1,0,1,0,0,1,Upland pines.,,"Source: Found by D. D'Auria during aerial survey on 6/9/14; ~22 active nests in upland pine stand; possible osprey nest, too.",,0,0,0,436335.3241,4940724.98117,,,,,,,,,,,0,added 7/2014,0,0
826,WBC0826,31170,02B5,Roberts Pond,0,0,0,1,1,1,0,1,1,Nests in two live/dying white pines on either side of stream.,,"Source: Found by D. D'Auria during aerial survey on 6/11/14; 2 nests in 1 tree, 1 nest in 2nd tree.",,1,0,0,366046.26786,4822916.63095,,,,,,,Iwwh011241,,,,0,added 7/2014,0,0
827,WBC0827,31170,02B5,Wadley Pond,0,0,0,0,1,0,1,0,0,,Take Mast Rd off of Rte 35 towards Wadleigh Pond.  Mast Road either turns into Wadleigh Pond Rd or need to take right onto Wadleigh Pond Rd right before you get to the pond.  Colony is in wetland to the north of the road at eastern corner of Wadleigh Pond.  You can see the nests from where rd crosses the water.,Source: Found by D. D'Auria during aerial survey on 6/11/14; 3 occupied nests in snags in wetland north of rd at southeast end of pond.,,0,0,0,368776.55952,4821582.76191,,,,,,,,,,,0,added 7/2014,0,0
828,WBC0828,31260,02B4,Carll Brook,0,0,0,0,1,0,1,0,0,,,Source: Found by D. D'Auria during aerial survey on 6/11/14; 2 occupied nests in snags in narrow wetland.,,0,0,0,361764.05834,4820968.82499,,,,,,,,,,,0,added 7/2014,0,0
829,WBC0829,31150,04E3,Lake Arrowhead,0,0,0,0,1,0,1,0,0,,,Source: Found by D. D'Auria during aerial survey on 6/11/14; 18-20 occupied nests.,,0,0,0,358021,4837182.82499,,,,,,,,,,,0,added 7/2014,0,0
830,WBC0830,05100,05C3,Thayer Brook,0,0,0,0,1,0,1,0,0,,"From the center of Gray, take Rte 26 North ~1.4 miles to Libby Hill Rd. Take this left and proceed until the paved road ends at the Gray New Gloucester Middle School.  Park on the right in a gravel lot just before the paved road ends.  A welcome kiosk with maps and info is located here. The trails begin on the school grounds on the other side of the chain link fences that surround the athletic fields.  Proceed to the trail head kiosk by walking around the driveway in back of the school or go around the front of the school and proceed through the gate of the fence to the Trail Head 1 kiosk. The Outback Trail takes you right to the wetland - it is a 35-40 minute walk.",Source: Found by D. D'Auria during aerial survey on 6/11/14; ~20 occupied nests.,,0,0,0,390435,4861213.82499,,,,,,,,,,,0,added 7/2014,0,0
831,WBC0831,31240,02A2,Shapleigh Pond,0,0,0,1,0,1,1,0,1,Live white pines on islands in Shapleigh Pond.,,"Source: Found by D. Yorks, 3 active heron nests in live white pines on an island in Shapleigh pond out in the NW corner of Shapleigh on 6/11/14.",,1,0,0,346752.16788,4828450.44705,,,,,,,Iwwh201973,,,,0,added 7/2014,0,0
832,WBC0832,21110,31C2,Kingsbury Stream,0,0,0,0,1,0,1,0,0,,From Abbot Village go 7 miles West on Rte 16 towards Bingham.  Make a lefthand turn onto the 2500 rd; travel 1/4 mile to a grassy parking area (formerly a wood yard) on teh right. From there it is 0.17 miles west to the heron colony.,"Source: Reported by Victor Morin on 6/9/14, 8 active nests.",,1,0,0,454104.2282,5001396.3271,,,,,,,UMO-10340,,,,0,added 7/2014,0,0
833,WBC0833,09804,24D3,Great Pond - Old Meadow Brook,0,0,0,0,1,0,1,0,0,,,"Source: Found by D. D'Auria during aerial survey on 6/27/14, ~22 active nests in wetalnd to north of colony #669.",,0,0,0,554381.18819,4941619.63161,,,,,,,,,,,0,added 7/2014,0,0
834,WBC0834,09130,24E2,Card Brook,0,0,0,0,1,0,1,0,0,Nest in snag in wetland,,Source: 7/19/14 email from Joel Ackerman: 1 nesting pair of herons seen from Downeast Scenic Railroad in adition to 2 osprey nests.,,1,0,0,547881.36848,4932281.34526,,,,,,,Iwwh203144,,,,0,added 8/2014,0,0
835,WBC0835,09240,24D1,Wormwood Pond (northwest),0,0,0,0,1,0,1,0,0,,,"Source: Found by D. D'Auria during 6/27/14 aerial survey, 6 active GBHE nests.",,1,0,0,543022.06161,4945498.99553,,,,,,,Iwww203226,,,,0,added 9/2014,0,0
836,WBC0836,29180,25C2,Heath Brook,0,0,0,0,1,0,1,0,0,,,"Source: Found by D. D'Auria during 6/27/14 aerial survey, 5 active GBHE nests.",,1,0,0,582447.25678,4949629.91262,,,,,,,Iwwh051028,,,,0,aded 9/2014,0,0
837,WBC0837,03825,58C4,Beaver Brook,0,0,0,1,1,1,0,0,1,,,"Source: Found during Number 9 windpower pre-app aerial surveys in spring 2014; 10-15 nests in live and dead conifers, only 1 nest active with 4 eggs.",,0,0,0,561019.08067,5137150.83865,,,,,,,,,,,0,added 9/2014,0,0
838,WBC0838,03230,53E1,Battle Brook,0,0,0,0,1,0,1,0,0,,,"Source: Found by A. Starr on 9/16/14, 3 or more nests in wooded flowage, seen from Rte 2A.",,0,0,0,571664.38823,5070032.47953,,,,,,,,,,,0,added 9/2014,0,0
839,WBC0839,05030,06C4,New Meadows River - Gurnet Strait - Upper Coombs Island,1,1,1,1,0,1,0,0,1,,,"Source: Reported by Caroline Eliot, of Brunswick-Topsham Land Trust, 12-18 nests observed on 9/24/14.",,0,0,0,427313.14197,4857414.36013,,,,,,,,,,,0,added 9/2014,0,0
840,WBC0840,17040,11C3,Basin Falls Brook (east),0,0,0,0,1,0,1,0,0,,,"Source: Found by D. D'Auria during 6/24/14 aerial survey, 1 active and 1 inactive GBHE nests.",,0,0,0,387942.59494,4903746.56343,,,,,,,,,,,0,added 9/2014,0,0
841,WBC0841,21879,56B5,Smith Brook,0,0,0,0,0,0,0,0,0,,,Source: Region G files. Date of fax is 1/12/95.,,0,0,0,502959.40714,5146347.28124,,,,,,,,,,,0,added 10/2014,0,0
842,WBC0842,03080,65C2,Aroostook River,0,0,0,1,0,0,0,0,0,,,"Source: Region G files. ""Heron rookery site reported 7/10/95 by Mike Bouchard, 498-6969; in spruce tree""",,1,0,0,579874.55011,5184563.35541,,,,,,,Iwwh130276,,,,0,added 10/2014,0,0
843,WBC0843,29060,25A1,Horseshoe Pond (wetland to NW),0,0,0,0,1,0,1,0,0,,,"Source: Aerial survey by Stantec (pilot=Frank Craig, obs=Bryan Emerson) on 7/11/14, 3 nests, 2 were active with 2 chicks each. Location is same as bald eagle nest 700A, which was not active at time of survey.",,0,0,0,577881.70184,4964949.4568,,,,,,,,,,,0,added 10/2014,0,0
844,WBC0844,27240,21E5,Fowler Brook,0,0,0,0,1,0,1,0,0,,,"Source: 5/12/14 aerial survey by D. D'Auria, no nests in main bog (WBC0115), but flowage to south had 5 nests. 470055 E, 4933057 N",,1,0,0,470216.26215,4933033.01041,,,,,,,Iwwh204060,,,,0,added 10/2014,0,0
845,WBC0845,03330,53B2,Bither Brook,0,0,0,1,0,1,0,0,1,Nests in red pine plantation,,"Source: Stantec report for Northern Maine Interconnect Project: 7/2/14, Bryan Emerson & Audie Arbo observed 5 nests, 2 active with at least 1 chick each; 2 adults flying into colony.",,0,0,0,581612.34364,5101744.32354,,,,,,,,,,,0,,0,0
846,WBC0846,25020,31E2,Wesserunsett Stream,0,0,0,0,1,0,1,0,0,,,"Source: 5/6/15 aerial survey by D. D'Auria, 2 active nests.",,1,0,0,449856.73058,4981347.258,,,,,,,Iwwh070168,,,,0,added 6/16/2015,0,0
847,WBC0847,05140,05A4,Royal River,0,0,0,0,1,0,1,0,0,,,"Source: 5/18/15 aerial survey by D. D'Auria, 1 active nest in NW lobe of flowage.",,1,0,0,393524.55191,4874296.81756,,,,,,,Iwwh011419,,,,0,added 6/16/2015,0,0
848,WBC0848,09130,24E1,Deadman Brook,0,0,0,0,1,0,1,0,0,,,"Source: 5/28/15 aerial survey by D. D'Auria, 2 active nests in 1 snag.",,0,0,0,542431.55299,4932293.38426,,,,,,,,,,,0,added 6/16/2015,0,0
849,WBC0849,05230,04E5,Josies Brook,0,0,0,0,1,0,1,0,0,,,"Source: 6/3/15 aerial survey by D. D'Auria, 17 active nests, 2 in active nests; a few in snags, but most in live/dying pines on peninsula surrounded by wetland. Best view from north/northwest shore.",,0,0,0,370500.02549000003,4842226.96877,,,,,,,,,,,0,added 6/16/2015,0,0
850,WBC0850,21130,33B1,Piscataquis River,0,0,0,0,1,0,1,0,0,,,"Source: 6/8/15 aerial survey by D. D'Auria, 2 inactive nests in snags in wetland.",,0,0,0,510324.63234,5008971.82279,,,,,,,,,,,0,added 6/16/2015,0,0
851,WBC0851,29310,25E3,Petit Manan NWR  - Pigeon Hill Bay - Unnamed Wetland,0,0,0,0,1,0,1,0,0,,,"Source: 6/11/15 aerial survey by D. D'Auria, 4 active nests, 1 active osprey nest, 1 inactive OPSR/GBHE nests.",,0,0,0,588441.17243,4928801.94665,,,,,,,,,,,0,added 6/16/2015,0,0
852,WBC0852,17802,10C3,Little Papoose Pond,1,0,0,1,0,1,0,0,1,,,"Source: 6/15/15 aerial survey by D. D'Auria, 10-11 active nests in live pines onisland in middle of pond.",,1,0,0,356494.11225,4902423.24279,,,,,,,IFW-010838,,,,0,added 6/16/2015,0,0
